Ne,Ne,Ne
Ne,Ne,Ano
Ne,Ne,Ne
Ne,Ne,Ne
Ano,Ano,Ano
Ne,Ne,Ne
Ano,Ano,Ano
Ano,Ne,Ne
Ne,Ne,Ne
Ano,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ano,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ano,Ne
Ne,Ne,Ne
Ano,Ne,Ne
Ano,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ano,Ne,Ne
Ano,Ne,Ano
Ne,Ne,Ne
Ano,Ano,Ano
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ano,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
Ne,Ne,Ne
